Date	Time	Temper	Illuminat	1	8
23/10/07	17:25:35	22.48	0	0	0
23/10/07	17:27:35	22.48	0	0	0
23/10/07	17:29:35	22.48	0	0	0
23/10/07	17:31:35	22.48	0	0	0
23/10/07	17:33:35	22.48	0	0	0
23/10/07	17:35:35	22.48	0	0	0
23/10/07	17:37:35	22.48	0	0	24
23/10/07	17:39:35	22.48	0	0	30
23/10/07	17:41:35	22.46	0	6	4
23/10/07	17:43:35	22.48	0	6	8
23/10/07	17:45:35	22.35	0	0	6
23/10/07	17:47:35	22.44	0	6	0
23/10/07	17:49:35	22.35	0	40	64
23/10/07	17:51:35	22.33	0	0	26
23/10/07	17:53:35	22.37	0	0	20
23/10/07	17:55:35	22.4	0	34	36
23/10/07	17:57:35	22.33	0	76	0
23/10/07	17:59:35	22.22	0	114	0
23/10/07	18:01:35	22.25	0	80	14
23/10/07	18:03:35	22.2	0	0	0
23/10/07	18:05:35	22.09	0	2	0
23/10/07	18:07:35	22.09	0	0	8
23/10/07	18:09:35	22.18	0	0	0
23/10/07	18:11:35	22.42	0	0	0
23/10/07	18:13:35	22.48	0	0	0
23/10/07	18:15:35	22.51	0	0	12
23/10/07	18:17:35	22.96	0	0	0
23/10/07	18:19:35	22.97	0	0	0
23/10/07	18:21:35	22.97	0	0	0
23/10/07	18:23:35	23.45	0	0	0
23/10/07	18:25:35	23.46	0	2	0
23/10/07	18:27:35	23.46	0	8	0
23/10/07	18:29:35	23.51	0	0	0
23/10/07	18:31:35	23.79	0	0	0
23/10/07	18:33:35	23.72	0	0	0
23/10/07	18:35:35	23.57	0	0	0
23/10/07	18:37:35	23.46	0	0	0
23/10/07	18:39:35	23.46	0	0	0
23/10/07	18:41:35	23.46	0	0	0
23/10/07	18:43:35	23.45	0	0	0
23/10/07	18:45:35	23.01	0	0	0
23/10/07	18:47:35	22.97	0	0	4
23/10/07	18:49:35	22.97	0	0	0
23/10/07	18:51:35	22.97	0	0	0
23/10/07	18:53:35	22.92	0	0	0
23/10/07	18:55:35	22.75	0	0	0
23/10/07	18:57:35	22.52	0	26	0
					
				2844	978
					
23/10/07	18:59:35	22.48	496.4	96	0
23/10/07	19:01:35	22.48	567.4	126	0
23/10/07	19:03:35	22.48	563.2	152	0
23/10/07	19:05:35	22.48	553	96	52
23/10/07	19:07:35	22.48	530.9	40	0
23/10/07	19:09:35	22.48	519.2	4	0
23/10/07	19:11:35	22.48	503.9	6	0
23/10/07	19:13:35	22.48	536.9	2	0
23/10/07	19:15:35	22.61	559.1	8	34
23/10/07	19:17:35	22.97	567.4	1	153
23/10/07	19:19:35	22.97	567.4	129	183
23/10/07	19:21:35	22.99	567.4	152	116
23/10/07	19:23:35	23.41	571.6	80	8
23/10/07	19:25:35	23.46	595	115	53
23/10/07	19:27:35	23.46	625.9	137	179
23/10/07	19:29:35	23.46	619.2	85	22
23/10/07	19:31:35	23.5	630.5	188	131
23/10/07	19:33:35	23.46	623.7	192	79
23/10/07	19:35:35	23.46	588.5	180	2
23/10/07	19:37:35	23.46	567.4	159	4
23/10/07	19:39:35	23.46	567.4	188	20
23/10/07	19:41:35	23.28	542.9	139	8
23/10/07	19:43:35	22.97	496.4	101	80
23/10/07	19:45:35	22.97	496.4	0	112
23/10/07	19:47:35	22.97	496.4	0	12
23/10/07	19:49:35	22.97	494.6	0	28
23/10/07	19:51:35	22.61	463.8	0	32
23/10/07	19:53:35	22.58	433	0	117
23/10/07	19:55:35	22.55	433	50	160
23/10/07	19:57:35	22.9	433	120	171
23/10/07	19:59:35	22.97	462	134	108
23/10/07	20:01:35	22.97	490.8	167	95
23/10/07	20:03:35	22.97	496.4	104	69
23/10/07	20:05:35	23.28	496.4	13	128
23/10/07	20:07:35	23.46	496.4	2	4
23/10/07	20:09:35	23.46	523.1	38	0
23/10/07	20:11:35	23.46	513.4	6	54
23/10/07	20:13:35	23.46	532.9	2	108
23/10/07	20:15:35	23.5	534.9	8	10
23/10/07	20:17:35	23.46	511.5	4	0
23/10/07	20:19:35	23.46	496.4	0	12
23/10/07	20:21:35	23.46	496.4	0	0
23/10/07	20:23:35	23.42	492.7	0	6
23/10/07	20:25:35	22.97	446.4	0	14
23/10/07	20:27:35	22.97	433	0	6
23/10/07	20:29:35	22.97	433	40	0
23/10/07	20:31:35	22.92	411.8	6	52
23/10/07	20:33:35	22.93	399.2	0	12
23/10/07	20:35:35	22.97	410.2	2	85
23/10/07	20:37:35	22.97	433	20	210
23/10/07	20:39:35	22.97	433	96	229
23/10/07	20:41:35	22.97	433	160	176
23/10/07	20:43:35	23.38	433	38	158
23/10/07	20:45:35	23.46	444.7	26	0
23/10/07	20:47:35	23.46	483.5	38	43
23/10/07	20:49:35	23.46	496.4	0	253
23/10/07	20:51:35	23.46	496.4	0	72
23/10/07	20:53:35	23.46	496.4	0	12
23/10/07	20:55:35	23.46	476.3	99	34
23/10/07	20:57:35	23.46	436.3	79	0
23/10/07	20:59:35	23.37	433	2	196
23/10/07	21:01:35	22.97	433	38	244
23/10/07	21:03:35	22.97	397.6	0	235
23/10/07	21:05:35	22.97	380.9	0	111
23/10/07	21:07:35	22.97	376.4	0	0
23/10/07	21:09:35	22.97	376.4	0	0
23/10/07	21:11:35	22.97	380.9	0	0
23/10/07	21:13:35	22.97	394.5	0	0
23/10/07	21:15:35	22.97	433	10	0
23/10/07	21:17:35	23.35	433	72	0
23/10/07	21:19:35	23.43	433	0	0
23/10/07	21:21:35	23.46	433	12	0
23/10/07	21:23:35	23.46	462	6	0
23/10/07	21:25:35	23.46	449.9	10	0
23/10/07	21:27:35	23.46	433	84	0
23/10/07	21:29:35	23.46	433	24	6
23/10/07	21:31:35	23.46	433	2	0
23/10/07	21:33:35	23.46	433	0	6
23/10/07	21:35:35	23.07	396.1	0	0
23/10/07	21:37:35	22.97	376.4	0	0
23/10/07	21:39:35	22.97	376.4	36	20
23/10/07	21:41:35	22.97	376.4	82	4
23/10/07	21:43:35	22.97	376.4	10	0
23/10/07	21:45:35	22.97	376.4	0	197
23/10/07	21:47:35	22.97	376.4	0	109
23/10/07	21:49:35	22.97	376.4	0	0
23/10/07	21:51:35	23.03	377.9	0	24
23/10/07	21:53:35	23.46	407	12	114
23/10/07	21:55:35	23.46	431.3	36	124
23/10/07	21:57:35	23.46	433	34	199
23/10/07	21:59:35	23.46	433	0	7
23/10/07	22:01:35	23.46	433	0	10
23/10/07	22:03:35	23.46	433	0	2
23/10/07	22:05:35	23.46	394.5	0	6
23/10/07	22:07:35	23.31	376.4	0	36
23/10/07	22:09:35	23.01	376.4	0	55
23/10/07	22:11:35	22.97	376.4	0	212
23/10/07	22:13:35	22.97	360.5	0	156
23/10/07	22:15:35	22.96	326.3	0	219
23/10/07	22:17:35	22.94	326.3	0	241
23/10/07	22:19:35	22.93	326.3	0	107
23/10/07	22:21:35	22.97	327.6	0	54
23/10/07	22:23:35	22.97	364.8	2	4
23/10/07	22:25:35	22.97	376.4	40	10
23/10/07	22:27:35	23.03	376.4	0	12
23/10/07	22:29:35	23.43	376.4	0	14
23/10/07	22:31:35	23.46	410.2	0	149
23/10/07	22:33:35	23.46	393	12	85
23/10/07	22:35:35	23.46	429.6	2	6
23/10/07	22:37:35	23.46	423.1	10	119
23/10/07	22:39:35	23.46	400.7	2	260
23/10/07	22:41:35	23.46	383.9	2	207
23/10/07	22:43:35	23.46	376.4	2	4
23/10/07	22:45:35	23.09	376.4	0	143
23/10/07	22:47:35	22.97	372	6	164
23/10/07	22:49:35	22.97	326.3	4	264
23/10/07	22:51:35	22.97	326.3	0	175
23/10/07	22:53:35	22.97	326.3	84	140
23/10/07	22:55:35	22.97	341	102	8
23/10/07	22:57:35	22.97	373.5	120	151
23/10/07	22:59:35	23.37	376.4	72	187
23/10/07	23:01:35	23.46	376.4	30	224
23/10/07	23:03:35	23.46	376.4	19	70
23/10/07	23:05:35	23.46	394.5	55	87
23/10/07	23:07:35	23.53	418.2	14	7
23/10/07	23:09:35	23.56	423.1	0	6
23/10/07	23:11:35	23.46	424.7	6	82
23/10/07	23:13:35	23.46	397.6	6	40
23/10/07	23:15:35	23.46	376.4	0	0
23/10/07	23:17:35	23.46	376.4	4	0
23/10/07	23:19:35	23.28	366.2	0	0
23/10/07	23:21:35	22.97	326.3	50	10
23/10/07	23:23:35	22.97	326.3	12	10
23/10/07	23:25:35	22.97	326.3	180	60
23/10/07	23:27:35	22.97	326.3	203	108
23/10/07	23:29:35	22.97	326.3	123	254
23/10/07	23:31:35	23.08	352	125	159
23/10/07	23:33:35	23.41	376.4	137	113
23/10/07	23:35:35	23.46	376.4	6	49
23/10/07	23:37:35	23.46	376.4	6	155
23/10/07	23:39:35	23.46	376.4	2	156
23/10/07	23:41:35	23.49	382.4	14	49
23/10/07	23:43:35	23.5	394.5	56	194
23/10/07	23:45:35	23.46	377.9	10	164
23/10/07	23:47:35	23.46	376.4	2	173
23/10/07	23:49:35	23.46	376.4	4	78
23/10/07	23:51:35	23.31	331.6	4	123
23/10/07	23:53:35	22.97	326.3	0	121
23/10/07	23:55:35	22.97	326.3	0	188
23/10/07	23:57:35	22.97	326.3	2	92
23/10/07	23:59:35	22.97	326.3	8	119
24/10/07	0:01:35	22.97	326.3	4	153
24/10/07	0:03:35	22.97	326.3	12	191
24/10/07	0:05:35	22.99	326.3	16	154
24/10/07	0:07:35	23.38	343.7	66	109
24/10/07	0:09:35	23.46	364.8	10	224
24/10/07	0:11:35	23.46	376.4	12	208
24/10/07	0:13:35	23.46	376.4	8	14
24/10/07	0:15:35	23.46	376.4	0	12
24/10/07	0:17:35	23.46	376.4	76	76
24/10/07	0:19:35	23.46	376.4	174	0
24/10/07	0:21:35	23.45	335.6	94	0
24/10/07	0:23:35	22.97	326.3	205	0
24/10/07	0:25:35	22.97	326.3	97	16
24/10/07	0:27:35	22.97	313.4	153	142
24/10/07	0:29:35	22.97	312.1	189	8
24/10/07	0:31:35	22.97	321.1	8	184
24/10/07	0:33:35	22.97	326.3	14	173
24/10/07	0:35:35	23	326.3	56	207
24/10/07	0:37:35	23.19	326.3	98	164
24/10/07	0:39:35	23.46	341	51	0
24/10/07	0:41:35	23.46	376.4	85	77
24/10/07	0:43:35	23.46	376.4	118	159
24/10/07	0:45:35	23.46	376.4	92	100
24/10/07	0:47:35	23.49	376.4	94	68
24/10/07	0:49:35	23.62	376.4	110	88
24/10/07	0:51:35	23.53	376.4	10	28
24/10/07	0:53:35	23.46	376.4	50	90
24/10/07	0:55:35	23.46	376.4	26	0
24/10/07	0:57:35	23.43	326.3	0	0
24/10/07	0:59:35	22.97	326.3	6	0
24/10/07	1:01:35	22.97	323.7	6	0
24/10/07	1:03:35	22.97	309.6	0	0
24/10/07	1:05:35	22.97	325	0	74
24/10/07	1:07:35	22.97	326.3	0	90
24/10/07	1:09:35	23	326.3	4	36
24/10/07	1:11:35	23.23	326.3	0	0
24/10/07	1:13:35	23.46	326.3	0	14
24/10/07	1:15:35	23.46	331.6	0	20
24/10/07	1:17:35	23.46	357.6	0	18
24/10/07	1:19:35	23.46	376.4	0	10
24/10/07	1:21:35	23.49	376.4	0	0
24/10/07	1:23:35	23.53	376.4	0	0
24/10/07	1:25:35	23.5	376.4	0	62
24/10/07	1:27:35	23.46	367.7	24	12
24/10/07	1:29:35	23.46	326.3	4	20
24/10/07	1:31:35	23.46	326.3	0	30
24/10/07	1:33:35	22.97	310.9	4	16
24/10/07	1:35:35	22.97	284.2	0	26
24/10/07	1:37:35	22.97	292.5	2	0
24/10/07	1:39:35	22.97	286.6	0	44
24/10/07	1:41:35	22.97	284.2	0	172
24/10/07	1:43:35	22.97	297.3	0	198
24/10/07	1:45:35	22.99	308.4	15	164
24/10/07	1:47:35	23.27	326.3	113	210
24/10/07	1:49:35	23.43	326.3	131	50
24/10/07	1:51:35	23.46	326.3	69	0
24/10/07	1:53:35	23.46	326.3	68	0
24/10/07	1:55:35	23.46	326.3	160	0
24/10/07	1:57:35	23.46	334.2	158	31
24/10/07	1:59:35	23.46	342.3	208	153
24/10/07	2:01:35	23.46	330.2	44	6
24/10/07	2:03:35	23.46	326.3	26	0
24/10/07	2:05:35	23.43	326.3	8	69
24/10/07	2:07:35	22.97	301	126	169
24/10/07	2:09:35	22.97	281.9	114	249
24/10/07	2:11:35	22.97	281.9	110	121
24/10/07	2:13:35	22.97	281.9	164	20
24/10/07	2:15:35	22.97	281.9	31	6
24/10/07	2:17:35	22.97	288.9	29	0
24/10/07	2:19:35	22.97	287.8	2	113
24/10/07	2:21:35	23.13	313.4	0	167
24/10/07	2:23:35	23.43	326.3	8	155
24/10/07	2:25:35	23.46	326.3	0	175
24/10/07	2:27:35	23.46	326.3	0	166
24/10/07	2:29:35	23.46	326.3	0	18
24/10/07	2:31:35	23.46	326.3	0	28
24/10/07	2:33:35	23.46	326.3	0	38
24/10/07	2:35:35	23.46	326.3	0	56
24/10/07	2:37:35	23.46	326.3	0	0
24/10/07	2:39:35	23.2	305.9	4	72
24/10/07	2:41:35	22.97	281.9	0	0
24/10/07	2:43:35	22.97	281.9	0	38
24/10/07	2:45:35	22.97	281.9	0	0
24/10/07	2:47:35	22.97	281.9	0	0
24/10/07	2:49:35	22.97	284.2	0	7
24/10/07	2:51:35	22.99	293.7	0	154
24/10/07	2:53:35	23.39	313.4	0	123
24/10/07	2:55:35	23.46	326.3	0	67
24/10/07	2:57:35	23.46	326.3	0	119
24/10/07	2:59:35	23.46	326.3	0	34
24/10/07	3:01:35	23.46	326.3	0	0
24/10/07	3:03:35	23.46	334.2	0	0
24/10/07	3:05:35	23.49	334.2	0	0
24/10/07	3:07:35	23.61	343.7	0	0
24/10/07	3:09:35	23.51	330.2	0	0
24/10/07	3:11:35	23.46	326.3	0	0
24/10/07	3:13:35	23.46	326.3	0	0
24/10/07	3:15:35	23.41	302.2	0	0
24/10/07	3:17:35	23.05	286.6	0	0
24/10/07	3:19:35	22.97	281.9	2	0
24/10/07	3:21:35	22.97	281.9	0	0
24/10/07	3:23:35	22.97	281.9	0	0
24/10/07	3:25:35	22.97	281.9	0	0
24/10/07	3:27:35	22.97	281.9	20	0
24/10/07	3:29:35	22.97	281.9	14	0
24/10/07	3:31:35	22.97	284.2	0	0
24/10/07	3:33:35	23.39	310.9	0	0
24/10/07	3:35:35	23.46	312.1	0	0
24/10/07	3:37:35	23.46	326.3	0	0
24/10/07	3:39:35	23.46	326.3	0	0
24/10/07	3:41:35	23.46	326.3	0	0
24/10/07	3:43:35	23.46	326.3	0	0
24/10/07	3:45:35	23.46	326.3	18	0
24/10/07	3:47:35	23.49	326.3	124	0
24/10/07	3:49:35	23.46	326.3	93	0
24/10/07	3:51:35	23.46	326.3	141	0
24/10/07	3:53:35	23.42	297.3	124	0
24/10/07	3:55:35	23.05	281.9	136	0
24/10/07	3:57:35	22.97	281.9	160	0
24/10/07	3:59:35	22.97	281.9	176	0
24/10/07	4:01:35	22.97	277.3	114	0
24/10/07	4:03:35	22.97	280.8	136	0
24/10/07	4:05:35	22.97	281.9	28	0
24/10/07	4:07:35	22.97	281.9	75	0
24/10/07	4:09:35	22.97	281.9	23	0
24/10/07	4:11:35	22.99	285.4	90	0
24/10/07	4:13:35	23.35	290.1	90	0
24/10/07	4:15:35	23.46	314.7	16	0
24/10/07	4:17:35	23.46	323.7	0	0
24/10/07	4:19:35	23.46	326.3	0	0
24/10/07	4:21:35	23.46	326.3	0	0
24/10/07	4:23:35	23.46	326.3	0	0
24/10/07	4:25:35	23.46	326.3	0	0
24/10/07	4:27:35	23.46	326.3	0	0
24/10/07	4:29:35	23.46	326.3	0	0
24/10/07	4:31:35	23.46	304.6	0	0
24/10/07	4:33:35	23.24	284.2	0	0
24/10/07	4:35:35	22.97	281.9	0	2
24/10/07	4:37:35	22.97	279.6	0	0
24/10/07	4:39:35	22.97	244.9	0	0
24/10/07	4:41:35	22.9	242.8	0	4
24/10/07	4:43:35	22.81	242.8	0	0
24/10/07	4:45:35	22.93	244.9	0	0
24/10/07	4:47:35	22.97	262.8	0	0
24/10/07	4:49:35	22.97	281.9	0	0
24/10/07	4:51:35	22.97	281.9	0	86
24/10/07	4:53:35	22.97	281.9	0	78
24/10/07	4:55:35	23.07	281.9	8	50
24/10/07	4:57:35	23.24	290.1	4	0
24/10/07	4:59:35	23.46	298.5	4	32
24/10/07	5:01:35	23.46	322.4	0	178
24/10/07	5:03:35	23.46	321.1	60	124
24/10/07	5:05:35	23.46	323.7	82	44
24/10/07	5:07:35	23.46	315.9	72	0
24/10/07	5:09:35	23.46	288.9	6	60
24/10/07	5:11:35	23.01	285.4	2	78
24/10/07	5:13:35	22.97	281.9	0	116
24/10/07	5:15:35	22.97	266.1	0	8
24/10/07	5:17:35	22.97	242.8	0	65
24/10/07	5:19:35	22.88	242.8	0	3
24/10/07	5:21:35	22.48	237.8	0	0
24/10/07	5:23:35	22.48	218.5	0	56
24/10/07	5:25:35	22.48	216.7	0	0
24/10/07	5:27:35	22.48	229	0	0
24/10/07	5:29:35	22.51	242.8	0	4
24/10/07	5:31:35	22.86	242.8	2	134
24/10/07	5:33:35	22.97	269.4	0	138
24/10/07	5:35:35	22.97	281.9	0	13
24/10/07	5:37:35	23.16	285.4	0	11
24/10/07	5:39:35	23.46	303.4	0	71
24/10/07	5:41:35	23.46	326.3	0	141
24/10/07	5:43:35	23.46	326.3	0	182
24/10/07	5:45:35	23.81	353.4	0	120
24/10/07	5:47:35	23.95	376.4	0	132
24/10/07	5:49:35	23.95	376.4	0	153
24/10/07	5:51:35	23.95	382.4	0	162
24/10/07	5:53:35	24.22	403.9	0	125
24/10/07	5:55:35	24.29	433	0	0
24/10/07	5:57:35	24.34	433	0	0
24/10/07	5:59:35	24.33	433	18	0
24/10/07	6:01:35	24.06	421.4	58	8
24/10/07	6:03:35	23.95	385.4	6	114
24/10/07	6:05:35	23.95	376.4	2	138
24/10/07	6:07:35	23.91	376.4	54	40
24/10/07	6:09:35	23.53	326.3	30	0
24/10/07	6:11:35	23.46	326.3	62	0
24/10/07	6:13:35	23.45	319.8	52	0
24/10/07	6:15:35	22.97	281.9	0	69
24/10/07	6:17:35	22.97	281.9	0	233
24/10/07	6:19:35	22.97	265	0	32
24/10/07	6:21:35	22.78	242.8	0	174
24/10/07	6:23:35	22.74	242.8	0	112
24/10/07	6:25:35	22.9	244.9	4	170
24/10/07	6:27:35	22.97	273.9	38	24
24/10/07	6:29:35	22.97	281.9	50	9
24/10/07	6:31:35	22.97	304.6	44	7
24/10/07	6:33:35	23.41	326.3	14	67
24/10/07	6:35:35	23.46	326.3	12	103
24/10/07	6:37:35	23.47	357.6	6	109
24/10/07	6:39:35	23.83	346.4	16	15
24/10/07	6:41:35	23.95	376.4	94	20
24/10/07	6:43:35	23.95	376.4	80	64
24/10/07	6:45:35	24.02	416.6	130	74
24/10/07	6:47:35	24.22	397.6	132	156
24/10/07	6:49:35	24.44	429.6	96	94
24/10/07	6:51:35	24.44	426.3	70	148
24/10/07	6:53:35	24.44	433	68	122
24/10/07	6:55:35	24.15	399.2	24	195
24/10/07	6:57:35	23.95	376.4	117	87
					
					
				12299	22412
					
					
					
24/10/07	6:59:35	23.95	0	219	24
24/10/07	7:01:35	23.95	0	84	77
24/10/07	7:03:35	23.53	0	102	43
24/10/07	7:05:35	23.46	0	136	0
24/10/07	7:07:35	23.46	0	88	12
24/10/07	7:09:35	23.42	0	92	2
24/10/07	7:11:35	23.09	0	115	8
24/10/07	7:13:35	22.97	0	81	0
24/10/07	7:15:35	22.97	0	4	0
24/10/07	7:17:35	22.97	0	0	0
24/10/07	7:19:35	22.77	0	0	0
24/10/07	7:21:35	22.63	0	0	2
24/10/07	7:23:35	22.48	0	8	0
24/10/07	7:25:35	22.48	0	0	0
24/10/07	7:27:35	22.48	0	24	0
24/10/07	7:29:35	22.43	0	0	0
24/10/07	7:31:35	22.12	0	0	0
24/10/07	7:33:35	22.03	0	0	0
24/10/07	7:35:35	22.01	0	42	0
24/10/07	7:37:35	21.99	0	0	0
24/10/07	7:39:35	21.99	0	10	0
24/10/07	7:41:35	21.99	0	66	0
24/10/07	7:43:35	22.37	0	172	0
24/10/07	7:45:35	22.52	0	92	0
24/10/07	7:47:35	22.97	0	44	0
24/10/07	7:49:35	23.46	0	18	0
24/10/07	7:51:35	23.95	0	10	0
24/10/07	7:53:35	24.44	0	62	0
24/10/07	7:55:35	24.6	0	33	0
24/10/07	7:57:35	24.93	0	77	0
24/10/07	7:59:35	24.93	0	95	0
24/10/07	8:01:35	24.93	0	43	0
24/10/07	8:03:35	24.9	0	32	0
24/10/07	8:05:35	24.61	0	8	0
24/10/07	8:07:35	24.44	0	26	0
24/10/07	8:09:35	24.44	0	50	6
24/10/07	8:11:35	24.02	0	12	32
24/10/07	8:13:35	23.95	0	8	8
24/10/07	8:15:35	23.95	0	4	0
24/10/07	8:17:35	23.89	0	8	0
24/10/07	8:19:35	23.54	0	42	0
24/10/07	8:21:35	23.46	0	126	0
24/10/07	8:23:35	23.46	0	38	0
24/10/07	8:25:35	23.46	0	36	0
24/10/07	8:27:35	23.46	0	32	0
24/10/07	8:29:35	23.27	0	8	0
24/10/07	8:31:35	23	0	70	0
24/10/07	8:33:35	22.97	0	4	0
24/10/07	8:35:35	22.97	0	4	0
24/10/07	8:37:35	22.97	0	0	0
24/10/07	8:39:35	22.97	0	0	0
24/10/07	8:41:35	22.97	0	0	0
24/10/07	8:43:35	22.93	0	0	0
24/10/07	8:45:35	22.94	0	0	0
24/10/07	8:47:35	22.94	0	0	0
24/10/07	8:49:35	22.97	0	0	0
24/10/07	8:51:35	22.97	0	0	0
24/10/07	8:53:35	22.97	0	4	0
24/10/07	8:55:35	22.97	0	0	0
24/10/07	8:57:35	22.97	0	0	0
24/10/07	8:59:35	22.97	0	0	0
24/10/07	9:01:35	22.97	0	0	0
24/10/07	9:03:35	22.97	0	0	0
24/10/07	9:05:35	22.97	0	0	0
24/10/07	9:07:35	22.97	0	0	0
24/10/07	9:09:35	22.97	0	0	0
24/10/07	9:11:35	22.93	0	0	0
24/10/07	9:13:35	22.81	0	0	0
24/10/07	9:15:35	22.7	0	0	0
24/10/07	9:17:35	22.69	0	0	0
24/10/07	9:19:35	22.69	0	0	0
24/10/07	9:21:35	22.55	0	0	0
24/10/07	9:23:35	22.56	0	0	0
24/10/07	9:25:35	22.48	0	2	0
24/10/07	9:27:35	22.48	0	0	0
24/10/07	9:29:35	22.51	0	0	0
24/10/07	9:31:35	22.48	0	0	0
24/10/07	9:33:35	22.48	0	2	0
24/10/07	9:35:35	22.48	0	6	0
24/10/07	9:37:35	22.48	0	16	0
24/10/07	9:39:35	22.48	0	0	0
24/10/07	9:41:35	22.48	0	0	0
24/10/07	9:43:35	22.48	0	0	0
24/10/07	9:45:35	22.48	0	0	0
24/10/07	9:47:35	22.48	0	0	0
24/10/07	9:49:35	22.48	0	0	0
24/10/07	9:51:35	22.48	0	0	0
24/10/07	9:53:35	22.48	0	0	0
24/10/07	9:55:35	22.48	0	0	0
24/10/07	9:57:35	22.48	0	0	0
24/10/07	9:59:35	22.48	0	0	0
24/10/07	10:01:35	22.48	0	0	0
24/10/07	10:03:35	22.48	0	0	0
24/10/07	10:05:35	22.48	0	0	0
24/10/07	10:07:35	22.48	0	0	0
24/10/07	10:09:35	22.48	0	0	0
24/10/07	10:11:35	22.48	0	0	2
24/10/07	10:13:35	22.48	0	0	0
24/10/07	10:15:35	22.5	0	0	0
24/10/07	10:17:35	22.48	0	0	0
24/10/07	10:19:35	22.48	0	0	0
24/10/07	10:21:35	22.48	0	0	0
					
					
					
					
24/10/07	12:10:16	22.97	0	0	0
24/10/07	12:12:16	22.97	0	0	0
24/10/07	12:14:16	22.97	0	42	0
24/10/07	12:16:16	22.94	0	34	0
24/10/07	12:18:16	22.8	0	0	0
24/10/07	12:20:16	22.65	0	0	0
24/10/07	12:22:16	22.5	0	0	0
24/10/07	12:24:16	22.48	0	0	0
24/10/07	12:26:16	22.48	0	0	0
24/10/07	12:28:16	22.48	0	0	0
24/10/07	12:30:16	22.48	0	0	0
24/10/07	12:32:16	22.48	0	0	0
24/10/07	12:34:16	22.48	0	0	0
24/10/07	12:36:16	22.48	0	0	0
24/10/07	12:38:16	22.48	0	0	0
24/10/07	12:40:16	22.48	0	0	0
24/10/07	12:42:16	22.48	0	0	0
24/10/07	12:44:16	22.48	0	0	0
24/10/07	12:46:16	22.48	0	0	0
24/10/07	12:48:16	22.48	0	0	0
24/10/07	12:50:16	22.48	0	0	0
24/10/07	12:52:16	22.48	0	0	0
24/10/07	12:54:16	22.48	0	0	0
24/10/07	12:56:16	22.46	0	0	0
24/10/07	12:58:16	22.44	0	0	0
24/10/07	13:00:16	22.37	0	0	0
24/10/07	13:02:16	22.27	0	0	0
24/10/07	13:04:16	22.32	0	0	0
24/10/07	13:06:16	22.22	0	0	0
24/10/07	13:08:16	22.08	0	0	0
24/10/07	13:10:16	22.09	0	0	0
24/10/07	13:12:16	22.01	0	22	0
24/10/07	13:14:16	21.99	0	6	0
24/10/07	13:16:16	22.02	0	0	0
24/10/07	13:18:16	21.99	0	6	0
24/10/07	13:20:16	21.99	0	0	0
24/10/07	13:22:16	21.99	0	4	0
24/10/07	13:24:16	21.99	0	90	0
24/10/07	13:26:16	22.01	0	46	0
24/10/07	13:28:16	21.99	0	82	0
24/10/07	13:30:16	21.99	0	24	0
24/10/07	13:32:16	21.99	0	0	0
24/10/07	13:34:16	21.99	0	0	0
24/10/07	13:36:16	22.03	0	0	0
24/10/07	13:38:16	22.01	0	0	0
24/10/07	13:40:16	22.03	0	0	0
24/10/07	13:42:16	22.01	0	0	0
24/10/07	13:44:16	22.02	0	0	0
24/10/07	13:46:16	21.99	0	0	0
24/10/07	13:48:16	22.01	0	0	0
24/10/07	13:50:16	22.4	0	0	0
24/10/07	13:52:16	22.48	0	0	0
24/10/07	13:54:16	22.48	0	0	0
24/10/07	13:56:16	22.9	0	0	0
24/10/07	13:58:16	22.97	0	0	0
24/10/07	14:00:16	22.97	0	0	0
24/10/07	14:02:16	23.46	0	0	28
24/10/07	14:04:16	23.46	0	0	36
24/10/07	14:06:16	23.46	0	0	53
24/10/07	14:08:16	23.46	0	0	33
24/10/07	14:10:16	23.46	0	0	0
24/10/07	14:12:16	23.46	0	0	0
24/10/07	14:14:16	23.46	0	0	0
24/10/07	14:16:16	23.46	0	0	26
24/10/07	14:18:16	23.15	0	0	66
24/10/07	14:20:16	22.97	0	0	4
24/10/07	14:22:16	22.97	0	0	0
24/10/07	14:24:16	22.97	0	0	0
24/10/07	14:26:16	22.94	0	0	0
24/10/07	14:28:16	22.66	0	0	6
24/10/07	14:30:16	22.51	0	0	0
24/10/07	14:32:16	22.48	0	0	12
24/10/07	14:34:16	22.48	0	0	0
24/10/07	14:36:16	22.48	0	0	7
24/10/07	14:38:16	22.48	0	0	134
24/10/07	14:40:16	22.48	0	0	121
24/10/07	14:42:16	22.48	0	0	69
24/10/07	14:44:16	22.46	0	0	57
24/10/07	14:46:16	22.4	0	0	44
24/10/07	14:48:16	22.46	0	0	16
24/10/07	14:50:16	22.43	0	0	32
24/10/07	14:52:16	22.44	0	0	24
24/10/07	14:54:16	22.36	0	0	0
24/10/07	14:56:16	22.29	0	0	0
24/10/07	14:58:16	22.13	0	0	0
24/10/07	15:00:16	22.18	0	0	0
24/10/07	15:02:16	22.46	0	0	0
24/10/07	15:04:16	22.48	0	0	0
24/10/07	15:06:16	22.56	0	0	0
24/10/07	15:08:16	22.97	0	0	0
24/10/07	15:10:16	22.97	0	0	0
24/10/07	15:12:16	23.26	0	0	0
24/10/07	15:14:16	23.46	0	0	0
24/10/07	15:16:16	23.46	0	0	0
24/10/07	15:18:16	23.6	0	0	0
24/10/07	15:20:16	23.95	0	0	0
